"","X","Filename","LI","session","LI.mean","LI.se","LI.N","A_param1","A_param2","A_param3","A_param4","A_LI.est","A_LIest.se","A_p.interact","A_R2","A_AIC","A_BIC","B_param1","B_param2","B_param3","B_LI.est","B_LIest.se","B_p.interact","B_R2","B_AIC","B_BIC","C_param1","C_param2","C_param3","C_LI.est","C_LIest.se","C_p.interact","C_R2","C_AIC","C_BIC"
"25",25,"A2_027_D1",3.035757056,1,3.11168852279311,0.371228616536209,15,-105.722837017803,-4.77417724297843,-2.08972435105408,-0.0211389452780456,2.92912098392402,0.931242039961059,0,0.12058468557945,5866.9,5910.1,101.701782500079,-1.75219636420689,0.848101789563201,-2.50553710115284,0.862113713103673,0,0.210127045839855,5776.1,5878.6,101.160309617169,-0.76235310308553,0.848101789624792,2.50553710115697,0.403735469368379,0,0.826770461882613,4523.5,5177.8
"26",26,"A2_028_D1",2.575752585,1,2.57908885784953,0.781451147426908,15,-103.967506894218,-3.49261642130909,-3.22911602912182,0.0765140774709614,2.42915089834737,0.708265903579953,0,0.0886671902474093,5668.5,5712.1,101.888145869487,1.34386245115832,0.674883952271492,-2.25570831976894,0.553349612714149,0,0.418355515196249,5254.8,5365.2,101.887948576542,1.91264941849859,0.674883952302332,-2.2557083197454,0.420703314659796,0,0.663790282808819,4819.8,5338.6
"27",27,"A2_029_D1",2.920692497,1,2.82566050825261,0.375079630578874,15,-103.187449603563,-5.42155955332389,-1.50279375847168,0.0821871620796261,2.73484998279068,0.581853664643568,0,0.141264239826878,7006.4,7052.2,101.223722655524,2.0811619456535,0.792745466408364,-2.61630244655608,0.51599634049141,0,0.299172002799321,6770,6877.6,100.41609372937,2.57967104845573,0.792745466411746,2.61630244657885,0.275037412730741,0,0.800886022543734,5384.6,6092.1
"28",28,"A2_030_D1",-1.091503325,1,-1.08577227728074,0.729951790703251,15,-107.361663625694,1.43285708190319,-2.81938138050838,0.194866403128953,-0.993885831605874,0.666213694014461,0.14,0.144451514255511,9252,9299.5,102.208436997751,0.287456279610382,-0.473608622711954,0.849970411408255,0.591893020853823,0.15,0.301345976825965,8964.4,9084.4,105.19291848901,3.780531267862,-0.473608622782469,0.849970411514069,0.339263110516024,0.01,0.770464953466499,7455.8,8179.5
"29",29,"A2_032_D1",4.559622796,1,4.77495621481732,0.842704489120166,15,-98.104769067167,-0.45738402525449,-0.276189575104721,0.0375797739563232,4.14372936558373,0.783497923002873,0,0.0795078490000167,7532.6,7578.1,101.660087750703,-0.159590006806541,1.16741763304505,-3.67875608565623,0.738373668840297,0,0.150898547213282,7444.6,7556.8,101.915852618461,-0.217207958585712,1.16741763304527,3.67875608565643,0.325273920316487,0,0.835219555476999,5646.5,6363.1
"30",30,"A2_033_D1",2.314737002,1,2.28944757976476,0.678277771901241,15,-98.5644730688226,-0.806362137900467,-2.01716670355931,0.0758280368522196,2.02556927972419,0.797785739829886,0.01,0.0752853534688065,5694.3,5737.6,101.485579481395,0.0831751515116415,0.445658185872234,-1.57099585025181,0.68749514173005,0.02,0.275711052848336,5479,5588.3,100.633013598597,0.955848590625863,0.4456581858503,-1.57099585019399,0.339629008964055,0,0.823240751505743,4298,4936.5
"31",31,"A2_034_D1",3.684618832,1,3.54228937295153,0.558466114031162,15,-106.989116265464,-8.03119573210335,-3.00923385754792,0.0295757556609029,3.58422370799904,0.872531688828686,0,0.174590670561563,8859.2,8905.7,101.446502851898,2.99109572419431,1.17108550838058,-3.68135821133065,0.81143411840399,0,0.256337460986653,8729.5,8844.7,105.489054057852,4.9468636196479,1.17108550838761,3.68135821134148,0.470171877475954,0,0.750320621901602,7420.3,8155.7
"32",32,"A2_035_D1",3.446687359,1,3.98565496390552,0.790945568239722,15,-102.46270232094,-9.22928925543879,-11.2373119966482,0.14172075729193,3.61341176124112,1.04212403223074,0,0.325874544524441,4467.7,4508.4,101.413801715019,-0.954317721193977,0.922026634829898,-3.36430219598179,0.982571682461833,0,0.390419100733171,4403.7,4500.7,102.44634806858,-0.849160380679966,0.922026634980102,-3.36430219595495,0.554996058242479,0,0.805516545440555,3706.6,4246.6
"33",33,"A2_036_D1",2.370841251,1,2.59265937950328,0.558537718503906,15,-106.736767004183,-5.38472347072335,-3.27808929350197,-0.0990036239300076,2.32435396175525,0.790177998098631,0,0.0943673768214012,8947.8,8994.7,102.290783221861,1.31309119884833,0.80890409247816,-2.18605527860492,0.75006356789704,0,0.157059405438962,8855.8,8964.4,102.92077944701,2.09834488795091,0.80890409247839,2.18605527860542,0.338271420569084,0,0.828552387837155,6821.4,7554.9
"34",34,"A2_037_D1",6.050076182,1,6.08425339362912,0.724375516395161,15,-102.369195903733,-2.82973198915056,-0.746693360024969,-0.187887723806688,4.77630436208486,0.854799745824332,0,0.0418018912346931,6281.7,6325.6,101.088666869886,3.66185037887963,1.40130287840008,-3.74137180845828,0.797760768787253,0,0.124968726623673,6197.9,6297.4,99.9912360837435,4.09720440421537,1.40130287840169,-3.74137180846221,0.427057514106035,0,0.749244215864218,5085.7,5718.5
"35",35,"A2_038_D1",2.097369706,1,2.29085024245374,0.554589581547932,15,-103.577361229132,-5.02852879771197,-0.600694586591113,-0.452963894307421,2.11885383475507,0.65706687689712,0,0.113773046684771,7995,8041.4,102.788376669882,-0.499079247425713,1.10936898265493,-1.99062143923083,0.542421479590417,0,0.363864585275839,7574.8,7686.6,103.430705926307,-0.722964920239379,1.10936898259234,1.99062143922028,0.317738521054242,0,0.78171919055355,6308.7,7012.7
"36",36,"A2_101_D1",3.977450666,1,4.02637824937956,0.775035833424365,15,-92.9437577523613,-4.56154315759249,-0.435594767447195,0.298303856929472,3.70202410406383,0.626925954349031,0,0.244730598209371,7186.3,7232,101.934978957728,-0.412718806267646,0.725226956559157,-3.14367411441084,0.506416075290923,0,0.48041653301261,6747.8,6856.2,102.221165008177,0.791742957073153,0.72522695652277,-3.14367411438152,0.322082663528184,0,0.789827904045396,5778.7,6456.9
"37",37,"A2_103_D1",3.875055051,1,3.88891280686529,0.514867166575738,15,-102.969268553382,-3.6186985505381,-7.46330657546706,-0.101322194064808,3.259503171854,0.753586129923684,0,0.127629389812781,11041.7,11090.3,101.551917815772,0.348541473443695,1.03403719433355,-2.89634339797729,0.70425605585363,0,0.216898545544042,10871.4,10994.7,102.208900587925,1.91149397758082,1.03403719434539,2.89634339802303,0.41767048420998,0,0.724561641265956,9264.4,9995
"38",38,"A2_104_D1",-0.353108564,1,-0.111961314674234,0.52401154368587,15,-103.174958865726,-4.86928818327325,-1.28780911679214,-0.110322751740595,0.407466480066451,0.670574193631118,0.54,0.132839419091883,8841.4,8888.5,103.085006718736,-1.21987069380028,0.284482416997908,-0.531090736366158,0.615474696117356,0.39,0.232384764917561,8676.2,8784.6,102.5798235352,0.483743269755478,0.28448241699459,-0.531090736363968,0.378241564109328,0.16,0.710091010544172,7434,8174.8
"39",39,"A2_105_D1",6.197763753,1,6.26930458537874,0.695300563957901,15,-103.494749172457,-3.89923730160618,-6.92605584194513,-0.123826352008611,4.693155250655,1.05173223731032,0,0.178607943376523,8090.8,8136.2,101.160517263658,1.09918561238092,1.5541633801812,-4.31101096059431,0.928220993042246,0,0.325800836196659,7869.7,7977.7,102.127678839756,0.629181668854467,1.55416338019871,4.31101096062691,0.371205582652674,0,0.892176249301504,5877.7,6578.2
"40",40,"A2_106_D1",3.002195892,1,2.9824956744697,0.37901965169235,15,-108.51493052238,-3.31453086190135,-4.42911598183399,-0.0878882268337002,3.25170874200023,0.655664160940747,0,0.122952268918411,8684.4,8731.5,102.310652662957,0.237985080986218,1.10503082952977,-3.1018937876445,0.581929167891845,0,0.280050635217187,8418.5,8536.9,102.048162291309,1.02871372302437,1.10503082946732,-3.10189378761823,0.418104334403233,0,0.62835264957165,7600.1,8239
"41",41,"A2_109_D1",2.69986605,1,2.72996748524778,0.623080313302975,15,-98.2882523081166,-2.93883206805737,-2.48906470969474,0.306641577641849,2.0230335713387,0.640036367528241,0,0.103136443609112,5495.8,5539.4,100.667987869396,2.29091738104945,0.23374140846798,-1.63524857543807,0.55166438974305,0,0.312298326774219,5252.7,5363.1,100.793586547715,2.05647665899935,0.233741408468035,-1.63524857543832,0.387759200000818,0,0.660238315926376,4686.6,5311
"42",42,"A2_111_D1",-1.088332543,1,-1.33672373712645,0.560971211745706,15,-105.950296724589,-2.08161644755865,0.471183498675119,-0.0132516393396079,-1.5398195488572,0.702463010701076,0.03,0.168983556044534,6087.1,6131.2,101.863105704487,-1.69116360061582,-0.545343425719244,1.66834528410617,0.626184833713265,0.01,0.299301844625054,5922.5,6028.4,102.004149129499,-1.91117274666171,-0.545343425692268,1.66834528402868,0.420232138634828,0,0.684423676993011,5217.6,5798.2
"43",43,"A2_112_D1",-3.362620996,1,-3.45417642133122,0.74464764389548,15,-114.522316926077,0.0502134194218693,-7.46952665446671,0.350047755313325,-3.22708800361907,0.84236801811844,0,0.15315223685946,12069.9,12119,104.200796003022,-0.751535169427374,-1.45716136532322,3.41724649844329,0.739369673893425,0,0.328376653718154,11676.6,11799.4,104.456570111963,-0.750384257837231,-1.45716136532382,-3.41724649844337,0.445654034825559,0,0.755995293732789,10042.9,10807
"44",44,"A2_113_D1",2.544442373,1,2.53398530919601,0.367828538716344,15,-106.157083111902,-7.24112727506797,-10.2722406167246,0.193021870988337,2.7332539744169,0.749104948744753,0,0.263670799106108,8470.6,8517.1,102.357555985996,0.775788725449588,0.610207078383597,-2.42160828976891,0.60483602000521,0,0.491549972009399,7995.3,8110.6,101.028218342108,1.72773018272929,0.610207078378029,-2.42160828976497,0.382051045422655,0,0.79713096355005,6902,7574.8
"45",45,"A2_114_D1",4.202107345,1,4.17383798901821,0.791379636906741,15,-105.685658420043,-3.53137858583242,-4.5983197875219,0.269699705333928,3.38774720135087,0.77208269615174,0,0.138138628617263,8306,8352.3,101.762769067357,1.50662928060387,0.740587615890593,-3.06564029013892,0.673644707881217,0,0.307952245813838,8033.3,8147.4,101.867901753961,0.958398511007151,0.740587615837743,3.06564029007687,0.408847621443982,0,0.745083932621707,6874.5,7594.1
"46",46,"A2_115_D1",2.750906301,1,2.24605069512921,0.634318564926141,15,-103.93147640164,-3.8836423339633,-2.26840271881588,-0.182932926416824,1.94608454924711,0.827042131043974,0.02,0.0544406738536364,9631.9,9679.2,100.912614882533,3.8182360805124,0.638898349105293,-1.3744284676831,0.745949379174693,0.07,0.197204426140771,9405.9,9524.7,101.641028506874,3.39507581259861,0.638898349102713,-1.37442846767805,0.335606379540355,0,0.837502504729595,7253.6,8023.6
"47",47,"A2_116_D1",-0.33952474,1,-0.0624129685489848,0.546532538942183,15,-108.585383697797,-6.46747142065603,-4.58511429884191,0.0773505779548228,0.532146857354839,0.740540936122053,0.47,0.153312168329179,10504.2,10552.4,102.952073427523,-2.33492907127836,0.165354799880173,-0.744846287685219,0.677676531219162,0.27,0.262046016714795,10293.9,10414.3,105.874653587854,-1.58466270019566,0.165354800087201,0.744846287670201,0.377418026316174,0.05,0.771108498445681,8561.5,9320.7
"48",48,"A2_117_D1",5.601935312,1,5.681188195569,0.393878898143579,15,-119.261111657015,-6.87708317651582,-7.4309622197669,0.264634502506951,4.15289702146983,0.819099617617434,0,0.32065782751514,8042.8,8088.7,101.561592843739,2.21633517649748,0.945808102934685,-3.67475416347662,0.750204056119167,0,0.400945864479969,7896,8010.5,99.8571295456872,3.69225902138545,0.945808102934824,-3.67475416347662,0.377591423507955,0,0.848242033890019,6336.1,7053.8
"49",49,"A2_118_D1",2.334879774,1,2.38976170109814,0.584578282622936,15,-104.796498228573,-4.46359643940162,-7.52882617282164,0.971937018550251,2.47571722404231,0.846271335648886,0,0.138997474225473,8009.9,8055.7,103.487200399558,-0.642870919179781,-0.21934701264266,-2.24574577438562,0.707288651220105,0,0.36782247135997,7643.2,7749.4,103.06355007783,0.314673106947853,-0.219347012630348,2.24574577443851,0.362054684603519,0,0.834349017026278,6140.9,6835.8
"50",50,"A2_119_D1",-2.434101193,1,-2.35390937017941,0.776401934620708,15,-100.329738239689,-3.4252442560617,0.750464156967727,0.0541605706045614,-1.09391214770431,0.89519076804138,0.22,0.108483890133834,8235.4,8281.3,104.069192567992,-4.82768953781398,-0.357908263559586,0.924097769502686,0.803489140413976,0.25,0.247148742851015,8036.6,8152.2,105.158684883383,-4.3921793317347,-0.357908263559757,0.924097769502795,0.474773231951209,0.05,0.737141752918245,6867.5,7578.4
"51",51,"A2_122_D1",1.093126151,1,1.11769697183297,0.387606670153955,15,-100.823124646811,2.56663943244089,0.0681294836359811,0.161709826097023,1.38858908994026,0.610818198778553,0.02,0.0995724823858655,7716.4,7762.7,101.597501409656,1.66649844659697,0.258514396299045,-1.30001754682628,0.534026707535003,0.02,0.280199776412528,7438,7554,101.81593385358,1.84197525921626,0.258514396312877,1.30001754684277,0.251295706820991,0,0.840611801966166,5625.8,6324
"52",52,"A2_123_D1",0.17506623,1,0.134365397869073,0.626913702280607,15,-95.3537491076933,-1.02059114862705,-2.56396858701285,0.278224584947212,0.640609757616782,0.688622211406898,0.35,0.0560888698288201,8952.6,8999.8,102.108217849104,-0.608591204270343,-0.111546761556131,-0.510027230175193,0.611178788265346,0.4,0.235788046284933,8662.7,8778.1,104.470380603048,-0.171592226521691,-0.111546761726475,-0.510027229965066,0.332345333715509,0.13,0.774027052025629,7069.9,7816.9
"53",53,"A2_124_D1",3.307698213,1,3.29215226194306,0.473725246867042,15,-98.9024237138515,3.18364283439681,-1.07599312541605,0.49761072046698,2.08501007699176,0.838674037578158,0.01,0.179041225540015,5146.7,5189,101.246591232474,0.741662143314609,0.0406905755968106,-1.63655567323517,0.778639305523037,0.04,0.258457923981386,5069.4,5175,100.825505179682,1.09108570141203,0.0406905755976282,1.63655567323415,0.391569097059351,0,0.812466019563275,4041,4667.1
"54",54,"A2_126_D1",-1.755576559,1,-1.66821725985729,0.56566963388972,15,-100.015573545255,-3.46795340681877,-1.41235566785336,0.0934833988443746,-1.65333115422514,1.0002479649446,0.1,0.18943196740313,12457.1,12506,102.262899646048,-2.71040251834622,-0.518412475650194,1.31431037796096,0.710827730603486,0.06,0.570564859193083,11386.1,11508.8,102.044167775784,-1.14550645970295,-0.518412475650746,1.31431037796077,0.403929737933107,0,0.861330639892892,9578.4,10327
"55",55,"A2_127_D1",2.541904135,1,2.48520045736242,0.367987214702579,15,-105.044609811469,-9.56679656370392,-5.39895831583045,0.0708108714993944,1.86708763252921,0.651303927478211,0,0.348507580430968,7522.1,7568,102.087916103713,0.0836125535735687,0.435448078218653,-1.5467421362737,0.589986327423686,0.01,0.435220199617637,7353.9,7469.3,100.916981256602,1.63040468611393,0.435448078219964,1.54674213626676,0.351456142951531,0,0.79958162422537,6196.9,6911.9
"56",56,"A2_128_D1",2.131424223,1,2.22108028394542,0.673114498094073,15,-109.829376994673,-2.21295469155907,-1.31425003498926,0.227808531549279,1.01371454231758,0.748344361567509,0.18,0.0374785456836125,8103.1,8149.3,102.306993351795,-0.447157270808837,-0.14539693785528,-0.263326932314598,0.692954871152248,0.7,0.144314808351165,7961.3,8074.2,100.579892391242,0.72448743508337,-0.145396937860043,-0.26332693232295,0.401697420103566,0.51,0.712457398790775,6701.9,7410.5
"57",57,"A2_130_D1",3.426838242,1,2.90919434833151,0.746108621557298,15,-103.617186869118,-10.1720967287902,-3.71841563698805,0.243479876297638,3.18660918348046,0.878920425553613,0,0.280451179116033,6000.8,6044.3,100.827243028319,0.999032638300369,0.698065317224704,-2.87253576512302,0.768897849251631,0,0.43089911718041,5789.2,5897,100.396515352771,2.31065675722504,0.698065317224831,2.87253576512302,0.394326656563589,0,0.850319839553088,4655.2,5325.8
"58",58,"A2_131_D1",4.095008184,1,3.5025569564249,0.603468080788652,15,-95.6691744817045,0.0765100441592961,0.0292487756531171,0.191268131853689,3.03817249207281,0.651261715246875,0,0.0744052508767697,8303.2,8349.9,100.825796300155,1.67627528181276,0.7659287992098,-2.89846157534063,0.582744878643262,0,0.229194286070966,8066.4,8184.6,100.533655166992,2.68085830162922,0.765928799200062,-2.89846157531546,0.323878863819322,0,0.761903391870409,6609.3,7311.2
"59",59,"A2_132_D1",1.085399232,1,1.04399484094904,1.00697294246165,15,-104.783614238287,-4.75046697192413,-4.62376139490426,0.200297978984211,0.689283615406859,0.475735919451664,0.15,0.203982929944479,8016.2,8063.5,101.679505305884,2.72911151543033,0.0830667960711833,-0.858635665115888,0.410282985624309,0.04,0.379798002039582,7669.5,7784.3,101.440129938029,3.04861374118383,0.0830667951433423,0.858635664892149,0.299135769524123,0,0.670312226644926,6882.6,7584.9
"60",60,"A2_133_D1",3.986401622,1,4.01359469044703,0.776251177051929,15,-98.5899779015926,-4.06958963567419,-4.76828474775606,-0.115168501711626,2.68001649880777,0.692120114047138,0,0.208678630437838,9754.3,9802.1,101.112416114115,1.7097561761815,0.910263399197739,-2.45528221497633,0.646018424092367,0,0.268126511119667,9643.1,9761.5,101.377123219425,2.05328640617547,0.910263399181536,-2.45528221492402,0.350297313409844,0,0.784811122194809,7918.7,8681.2
"61",61,"A2_135_D1",2.127814426,1,2.14118235311241,0.387673128263054,15,-100.283494849843,-1.83347629468709,1.6939532445221,0.265292315840656,2.59751000126589,0.681768670894647,0,0.103073090072975,8652.7,8699.6,101.617865688119,1.03892390831222,0.483675508576736,-2.25231861807939,0.569552294140103,0,0.352131355666448,8216.2,8335,102.094457363092,2.77760908865399,0.483675508576707,2.25231861808006,0.312498988176606,0,0.804963012032008,6680.1,7347.2
"62",62,"A2_136_D1",-1.159294654,1,-1.13135829393717,0.258320150743939,15,-104.525807306543,-1.16644827867286,0.944630117418312,-0.0993883967532692,-0.464612094019946,0.770034206074119,0.55,0.0513992519599686,7662.8,7708.5,102.717571216323,-1.48926251731316,-0.0191124329347418,0.360958649649485,0.694136363553809,0.6,0.196387892719142,7472.5,7587.8,100.992481253427,-1.09307549973306,-0.0191124329233312,0.360958649609612,0.409741649267942,0.38,0.719987705011309,6329.5,7032.6
"63",63,"A2_137_D1",2.168278881,1,2.16974833391178,0.609050486579753,15,-107.049567493946,-0.97627384021572,-8.21399091879321,-0.03001307837458,2.06269955645154,1.01466769928429,0.04,0.133551813567722,7856.9,7902.2,101.796560280036,1.01413936733661,0.526319845761243,-1.51426430902585,0.894025289608339,0.09,0.30907274650356,7607,7717.8,101.249597421693,2.07188133825697,0.526319845761707,1.51426430902562,0.458253756209473,0,0.818471515220944,6203,6892.9
"64",64,"A2_138_D1",4.968905914,1,4.98606062610089,0.929825232778235,15,-103.650333728704,-4.6526865674062,1.51492520016566,-0.250754914912436,5.50473829982152,0.875135050315443,0,0.0734504355527414,7446.7,7491.9,101.186670164564,0.965542481553159,1.88661792916016,-4.93521707350353,0.831541581408548,0,0.128812744253848,7383.5,7493.8,100.419983778419,1.59289195931915,1.88661792930362,-4.93521707364751,0.468401813683766,0,0.723572842739748,6197.7,6849
