"","X","Filename","LI","session","LI.mean","LI.se","LI.N","A_param1","A_param2","A_param3","A_param4","A_LI.est","A_LIest.se","A_p.interact","A_R2","A_AIC","A_BIC","B_param1","B_param2","B_param3","B_LI.est","B_LIest.se","B_p.interact","B_R2","B_AIC","B_BIC","C_param1","C_param2","C_param3","C_LI.est","C_LIest.se","C_p.interact","C_R2","C_AIC","C_BIC"
"11",11,"A2_011_D1",2.186163339,1,2.23291225889612,0.552041772775916,15,-102.275853203308,-0.895545310256311,-3.33060684946661,0.12284719331078,1.40841623328271,0.798788744933853,0.08,0.0681057875527489,6149.2,6193.1,101.664829453799,0.212750983498299,0.269339571286593,-1.20466043193775,0.703344196951172,0.09,0.251450081869001,5942,6049.3,102.186214501878,0.84356092759479,0.269339571286345,1.20466043193757,0.43990555084333,0.01,0.707177911312029,5129.5,5769.7
"12",12,"A2_012_D1",1.628324733,1,1.87799262709052,0.714842904552752,15,-114.579986850258,-2.95669426878054,0.378842579426885,-0.0286638606693464,1.86304825297983,0.858123519645385,0.03,0.180084706129809,9316.9,9363.9,103.725099559881,-2.84836353775385,0.436850492865045,-1.26904301921676,0.707826571639536,0.07,0.417938730449565,8855.4,8973.6,102.701040043841,-2.18264441675381,0.436850492639455,-1.26904301926738,0.431646875162952,0,0.78354272792976,7613.4,8340
"13",13,"A2_014_D1",1.987067083,1,2.50704324065874,0.938558174468529,15,-100.084782537517,-3.76423297402413,0.504300752348594,0.162465982363888,2.59722590779838,0.867688477098694,0,0.0578917313391192,6986.4,7031.1,103.346157807054,-2.01385908133927,0.657913190948479,-2.44809999636118,0.80619718607502,0,0.145007661601365,6887.2,6985.2,105.566951294409,-1.36086247890287,0.65791319097279,2.44809999637992,0.486798523663946,0,0.688270306888652,5922.9,6587.8
"14",14,"A2_015_D1",3.86174368,1,3.74139585881748,1.03468380728886,15,-105.294871936153,-3.98968745278378,-3.02324206903571,-0.024224414301035,3.06009095643805,0.663640792171485,0,0.119222206166317,6228.8,6273.3,101.433012188866,1.13999130934597,1.02404384214453,-3.0777074035026,0.606185114098699,0,0.238639618170014,6084,6192.9,101.782485773089,1.55570514396077,1.02404384214438,-3.0777074035026,0.402270347176843,0,0.664713721756394,5331.6,5952
"15",15,"A2_016_D1",2.099983978,1,2.09150957575365,0.606999518936205,15,-102.960874043132,-2.46886497967993,1.31740552476356,-0.0042389702876865,2.02305310974996,1.06872534549563,0.06,0.0315761364049929,5775.6,5818.3,100.563130120463,0.830604005382514,0.5817730424615,-1.76698288096411,0.984029132699687,0.07,0.143009600323873,5677,5780.5,100.869984062516,-0.265570237779828,0.581773042469245,1.7669828809668,0.350716647096392,0,0.891138878118563,4023.4,4680.3
"16",16,"A2_017_D1",3.768831179,1,3.53260753504204,0.81548934377415,15,-105.750840678313,-4.8654819609631,-1.03260398475039,0.320216786477641,3.80267519865358,0.702301766020562,0,0.126975433315586,7571.2,7617,102.701252114826,-1.17168964537816,0.878221256565117,-3.63982221033858,0.622385151936449,0,0.290418894711987,7327.9,7442.7,104.688068458553,0.380280399791409,0.878221256565014,-3.63982221033834,0.375298067867408,0,0.741990169662547,6221.9,6953.1
"17",17,"A2_019_D1",2.143884789,1,2.17070382251615,0.478754320814708,15,-111.360085624014,-0.632870853831034,-4.59266924541725,-0.044493728359287,1.41905213834992,0.761359352218101,0.06,0.159764726083402,7704.5,7750.3,103.064528343608,-1.01348169221622,0.441579166909055,-1.21983085453229,0.692003444949546,0.08,0.282125222466163,7522.1,7634.5,102.582726394411,0.776271620985747,0.441579166908915,1.21983085453248,0.382721402350287,0,0.780417522741891,6202.9,6846.1
"18",18,"A2_020_D1",3.314023805,1,3.34569955554245,0.667642876044568,15,-103.558846694088,-3.91630907232672,-3.36948691697351,0.128647216327865,2.80331950175764,0.539983015633559,0,0.163541263171322,6034.9,6079.6,102.141977836107,-1.05233588567574,0.796551809429906,-2.82716421294463,0.485159307997526,0,0.298338197213334,5853.3,5966,102.131369412804,-0.296432565923644,0.79655180944795,-2.82716421294296,0.300166744928761,0,0.731413456366042,4925.8,5577.9
"19",19,"A2_021_D1",1.42012923,1,1.52193776996495,0.852893774596126,15,-105.707878841027,-6.76826591922765,-2.52293131425244,0.195551703533732,1.72328486600601,0.714416218329707,0.02,0.222358608668189,9178.6,9225.9,101.620306437102,2.89940807861337,0.303197927087195,-1.52436379077987,0.625479381079787,0.01,0.376994762392244,8871.5,8990.4,100.18528081203,2.16087613811285,0.30319792708739,1.52436379077922,0.429408387238013,0,0.706365725017398,7915,8632
"20",20,"A2_022_D1",2.331182124,1,2.31203032621716,0.403337649371194,15,-101.765771970943,-9.1755451644888,-3.55552888022587,0.18774334163343,2.2426177688778,0.718968321985354,0,0.303392651429086,7064.8,7110.1,101.938881283366,1.30687850405609,0.477459653544754,-2.00415480763892,0.608049125472935,0,0.472779273373336,6757.4,6867.8,99.2442391587081,1.63170209115718,0.477459653552175,-2.00415480768409,0.377982447257304,0,0.7962683961834,5777.9,6367.8
"21",21,"A2_023_D1",3.028005388,1,3.05078659658554,0.501510252826056,15,-104.560023669978,-4.89604165337286,-2.96659120468424,-0.127916301943608,3.2588390535413,0.53601970772767,0,0.137914457705896,7850.3,7897.1,102.30976121444,-0.444011765588214,1.011084055173,-2.7660166572936,0.490103144181853,0,0.255123610007435,7658.6,7763.7,102.856433295435,-0.222182383490622,1.01108405517017,2.76601665728246,0.304803062439659,0,0.711896931501653,6496.5,7216.4
"22",22,"A2_024_D1",-2.653664302,1,-2.66887921483171,0.47519285119814,15,-102.982765142585,0.0688744459965998,0.269805362388535,-0.0537119455931238,-2.4455043777363,0.584062786654956,0,0.0442619980690252,6744,6789.4,102.13471179882,-1.13841975298572,-0.797776623182392,2.65963526236973,0.505162154636331,0,0.267105747444301,6445,6558.7,101.590561224336,-0.127910022168257,-0.797776623184955,2.65963526237513,0.310838388879397,0,0.722508937013417,5436.6,6143.1
"23",23,"A2_025_D1",4.303374168,1,4.32975344339011,0.683119474832914,15,-102.349230299684,-5.20166951975207,-2.94564215840065,0.0867702947112241,4.24406998085681,0.779673974153655,0,0.0900629829378633,8208.3,8254.5,101.88611060248,0.707299979557234,1.42924874817999,-4.64487872145836,0.711762862512711,0,0.201445858213523,8050,8160.8,101.216246065529,0.870798340025412,1.429248748178,4.64487872145705,0.357490492372991,0,0.798552115860471,6433.6,7155.3
"24",24,"A2_026_D1",3.324237124,1,3.27473250273432,0.621967092782028,15,-105.547478084903,-7.03322269931173,-3.1448073249714,-0.105534825445362,2.07464169105538,0.756293965845471,0.01,0.245971022061504,5889.5,5933.2,101.990801050243,1.24328532558762,0.72941018748414,-1.9173622708811,0.702657175472539,0.01,0.316744230776612,5797.4,5882.4,101.667122214974,1.34602408502758,0.729410187600485,-1.9173622710316,0.418075361875969,0,0.75811692282496,4904,5466.9
